BiblioID,Reference
pu136,"Aguilera, Y., Díaz, M.F., Jiménez, T., Benítez, V., Herrera, T., Cuadrado, C., Martín-Pedrosa, M. & Martín-Cabrejas, M.A. 2013. Changes in nonnutritional factors and antioxidant activity during germination of nonconventional legumes. Journal of Agricultural and Food Chemistry, 61(34): 8120–8125."
pu158,"Sreerama, Y.N., Sashikala, V.B., Pratape, V.M. & Singh, V. 2012. Nutrients and antinutrients in cowpea and horse gram flours in comparison to chickpea flour: Evaluation of their flour functionality. Food Chemistry, 131(2): 462–468. "
pu188,"Tshovhote, N.J., Nesamvuni, A.E., Raphulu, T. & Gous, R.M. 2003. The chemical composition, energy and amino acid digestibility of cowpeas used in poultry nutrition. South African Journal of Animal Sciences, 33(1): 65–69."
pu208,"Mwangwela, A.M., Waniska, R.D. & Minnaar, A. 2006. Hydrothermal treatments of two cowpea (Vigna unguiculata L. Walp) varieties: Effect of micronisation on physicochemical and structural characteristics. Journal of the Science of Food and Agriculture, 86(1): 35–45."
pu213,"Giami, S.Y. 1993. Effect of processing on the proximate composition and functional properties of cowpea (Vigna unguiculata) flour. Food Chemistry, 47(2): 153–158."
pu215,"Akinyele, I.O. 1989. Effects of traditional methods of processing on the nutrient content and some antinutritional factors in cowpeas (Vigna unguiculata). Food Chemistry, 33(4): 291–299."
pu217,"Longe, O.G. 1980. Carbohydrate composition of different varieties of cowpea (Vigna unguiculata). Food Chemistry, 6(2): 153–161."
pu218,"Ragab, H.I., Kijora, C., Abdel Ati, K.A. & Danier, J. 2010. Effect of traditional processing on the nutritional value of some legumes seeds produced in Sudan for poultry feeding. International Journal of Poultry Science, 9(2): 198–204."
pu222,"Owolabi, A.O., Ndidi, U.S., James, B.D. & Amune, F.A. 2012. Proximate, antinutrient and mineral composition of five varieties (improved and local) of cowpea, –Vigna unguiculata, commonly consumed in Samaru community, Zaria-Nigeria. Advance Journal of Food Science and Technology, 4(2): 70–72."
pu236,"Akpapunam, M.A. & Achinewhu, S.C. 1985. Effects of cooking, germination and fermentation on the chemical composition of Nigerian Cowpea (Vigna unguiculata). Qualitas Plantarum Plant Foods for Human Nutrition, 35(4): 453–458."
pu250,"Ladjal Ettoumi, Y. & Chibane, M. 2015. Some physicochemical and functional properties of pea, chickpea and lentil whole flours. International Food Research Journal, 22(3): 987–996."
pu255,"Caprioli, G., Giusti, F., Ballini, R., Sagratini, G., Vila-Donat, P., Vittori, S. & Fiorini, D. 2016. Lipid nutritional value of legumes: Evaluation of different extraction methods and determination of fatty acid composition. Food Chemistry, 192: 965–971."
pu261,"Sika, M., Terrab, A., Swan, P.B. & Hegarty, P.V.J. 1995. Composition of selected Moroccan cereals and legumes: Comparison with the FAO Table for use in Africa. Journal of Food Composition and Analysis, 8(1): 62–70."
pu263,"Moyib, O.K., Alashiri, G.O. & Adejoye, O.D. 2015. Chemometric dissimilarity in nutritive value of popularly consumed Nigerian brown and white common beans. Food Chemistry, 166: 576–584."
pu272,"Apata, D.F. & Ologhobo, A.D. 1994. Biochemical evaluation of some Nigerian legume seeds. Food Chemistry, 49(4): 333–338."
r002BIO,"Echendu, C.A., Obizoba, I.C., Anyika, J.U. & Ojimelukwe, P.C. 2009. Changes in chemical composition of treated and untreated hungry rice “Acha” (Digitaria exilis). Pakistan Journal of Nutrition, 8(11): 1779–1785."
R008bio,"Ebuehi, O.A.T. & Oyewole, A.C. 2007. Effect of cooking and soaking on physical characteristics, nutrient composition and sensory evaluation of indigenous and foreign rice varieties in Nigeria. African Journal of Biotechnology, 6(8): 1016–1020."
Ri1996,"Ejoh, A.R., Mbiapo, F.T. & Fokou, E. 1996. Nutrient composition of the leaves and flowers of Colocasia esculenta and the fruits of Solanum melongena. Plant Foods for Human Nutrition, 49(2): 107–112."
SA10,"Wolmarans, P., Danster, N., Dalton, A., Rossouw, K. & Schönfeldt, H., eds. 2010. Condensed Food Composition Tables for South Africa. Cape Town, South Africa, South African Medical Research Council."
SA1000,"Schönfeldt, H.C., Visser, R.E., Van Niekerk, J.M. & Van Heerden, S.M. 1996. The nutritional content of South African Beef. Irene, South Africa, ARC-Animal Nutrition and Animal Products Institute."
SA1002,"Odhav, B., Beekrum, S., Akula, U. & Baijnath, H. 2007. Preliminary assessment of nutritional value of traditional leafy vegetables in KwaZulu-Natal, South Africa. Journal of Food Composition and Analysis, 20(5): 430–435."
SA1003,"Schönfeldt, H.C. & Pretorius, B. 2011. The nutrient content of five traditional South African dark green leafy vegetables—A preliminary study. Journal of Food Composition and Analysis, 24(8): 1141–1146."
SA1004,"Van Heerden, S.M. & Morey, L. 2014. Nutrient content of South African C2 beef offal. Food Measure, 8(3): 249–258."
SA1005,"Dawood, A.A. & Alkanhal, A.M. 1994. Nutrient composition of Najdi-camel meat. Meat Science, 39(1): 71–78."
SA1007,"Van Heerden, S.M., Schönfeldt, H.C., Smith, M.F. & Jansen Van Rensburg, D.M. 2002. Nutrient content of South African chicken. Journal of Food Composition and Analysis, 15(1): 47–64."
SA1011,"Bester, M., Schönfeldt, H.C., Pretorius, B. & Hall, N. (2018) The nutrient content of selected lamb and mutton organ meats (offal). Food Chemistry, 238: 3–8. "
SA1012,"Du Plooy, Z., Schönfeldt, H.C. & Hall, N. 2018. The role of traditional foods in food-based dietary guidelines – A South African case study on maas (cultured milk). Food Chemistry, 238: 22–28."
SA1013,"Wolmarans, P., Danster, N. & Chetty, J. 2005. Energy and nutrient composition of South African maize meal. Cape Town, South Africa, South African Medical Research Council."
SA1015,"Smit, L.E. & Schönfeldt, H.C. 2006. The Nutritional Content of South African Milk & Milk Products. Part 1. Irene, South Africa, ARC-Animal Nutrition and Animal Products Institute."
SA1016,"Van Niekerk, C., Schönfeldt, H.C., Hall, N. & Pretorius, B. 2016. The role of biodiversity in food security and nutrition: A potato cultivar case study. Food and Nutrition Security, 7(5): 371–382."
SA1017,"Sainsbury, J., Schönfeldt, H.C. & Van Heerden, S.M. 2011. The nutrient composition of South African mutton. Journal of Food Composition and Analysis, 24(4–5): 720–726."
SA1018,"Van Heerden, S.M., Schönfeldt, H.C., Kruger, R. & Smit, M.F. 2007. The nutrient composition of South African lamb (A2 grade). Journal of Food Composition and Analysis, 20(8): 671–680."
SA1019,"Leighton, C.S. 2007. Nutrient and sensory quality of orange flesh sweet potato. University of Pretoria. (Dissertation)"
SA1020,"Danster, N., Wolmarans, P., Buitendag, C.S. & De Jager, A. 2008. Energy and nutrient composition of South African wheat, wheat flour and bread. Technical report to the Winter Cereal Trust of South Africa. Cape Town, South Africa, Nutritional Intervention Research Unit, Medical Research Council."
SA1023,"Viljoen, J.J. 1999. A comparison of the lipid components of springbok meat with those of beef and the related importance on aspects of health (’N Vergelyking van die lipiedkomponente van springbokvleis met die van beesvleis en die verwante belangrikheid vir aspekte van die menslike gesondheid). South African Journal of Science and Technology (Suid-Afrikaanse Tydskrif vir Natuurwetenskap en Tegnologie), 18(2):51–53."
SA1024,"Smit, L.E. & Schönfeldt, H.C. 2006. The Nutritional Content of South African Milk & Milk Products. Part 2. Irene, South Africa, ARC-Animal Nutrition and Animal Products Institute."
SA1025,"Schönfeldt, H.C. 2008. Food composition analysis of ostrich meat in South Africa by CSIR. (Unpublished)"
SA1026,"Van Heerden, S.M., Smith, M.F., Sainsbury, J. & Meissner, H.H. 2008. The nutrient composition of three cuts obtained from P-class South African pork carcasses. Paper presented to the South Africa Pork Producers’ Organisation, Stellenbosch, South Africa."
SA1029,"Smit, L.E., Smith, N., Schönfeldt, H.C. & Heinze, P.H. 1998. The Nutritional Content of South African Milk & Liquid Milk Products. Irene, South Africa, Dairy Industry Centre, ARC-Animal Nutrition and Animal Products Institute."
se2BIO,"Onimawo, I.A. 2002. Proximate composition and selected physicochemical properties of the seed, pulp and oil of sour sop (Annona muricata). Plant Foods for Human Nutrition, 57(2): 165–171."
SEF,"Rimestad, A.H., Borgejordet, Å., Vesterhus, K., Sygnestveit, K.N., Løken, E.B., Trygg, K., Pollestad, M.L., Lund-Larsen, K., Ombolt-Jensen, G., Nordbotten, A. 2001. Den store matvaretabellen (Food Composition Table for Norway). Oslo, Statens råd for ernæring og fysisk aktivitet, Statens næringsmiddeltilsyn, Institutt for ernæringsforskning, Universitetet i Oslo. Gyldendal Undervisning."
SGS,FAO. 2016. Food composition analysis of foods sampled in Kenya and analysed for the Kenya Food Composition Tables by SGS International. (Unpublished)
TH2014,"Tenyang, N., Womeni, H.M., Linder, M., Tiencheu, B., Villeneuve, P. & Tchouanguep Mbiapo, F. 2014. The chemical composition, fatty acid, amino acid profiles and mineral content of six fish species commercialized on the Wouri river coast in Cameroon. Rivista Italiana delle Sostanze Grasse, 91: 129–138."
THAI16,"Judprasong, K., Puwastien, P., Nitithamyong, A., Sridonpai, P. & Somjai, A. 2015. Thai Food Composition Database [online]. Bangkok, Thailand, Institute of Nutrition, Mahidol University. [Cited October 2018]. http://www.inmu.mahidol.ac.th/thaifcd"
TK2004,"Tchiégang, C. & Kitikil, A. 2004. Données ethno-nutritionnelles et caractéristiques physico-chimiques des légumes-feuilles consommés dans la savane de l’Adamaoua (Cameroun). Tropicultura, 22(1): 11–18."
TM2005,"Tchiégang, C. & Mbougueng, P.D. 2005. Composition chimique des épices utilisées dans la préparation du Nah poh et du Nkui de l’ouest Cameroun. Tropicultura, 23(4): 193–200."
tu11AnFooD,"Muzanila, Y.C., Brennan, J.G. & King, R.D. 2000. Residual cyanogens, chemical composition and aflatoxins in cassava flour from Tanzanian villages. Food Chemistry, 70(1): 45–49."
tu14AnFooD,"Oghenechavwuko, U.E., Saka, G.O., Adekunbi, T.K. & Taiwo, A.C. 2013. Effect of processing on the physico-chemical properties and yield of gari from dried chips. Journal of Food Processing & Technology, 4(8): 255."
tu15BIO,"Teka, T.A, Emire, S.A., Haki, G.D. & Gezmu, T.B. 2013. Effect of processing on physicochemical composition and anti-nutritional factors of cassava (Manihot esculenta crantz) grown in Ethiopia. International Journal of Science Innovations and Discoveries, 3(2): 212–222. "
tu19AnFood,"Zoro, A.F., Zoué, L.T., Kra, S.A.K., Yepie, A.E. & Niamké, S.L. 2013. An overview of nutritive potential of leafy vegetables consumed in Western Côte d’Ivoire. Pakistan Journal of Nutrition, 12(10): 949–956."
tu20AnFood,"Zoro, A.F., Zoué, L.T., Bédikou, M.E., Kra, S.A. & Niamké, S.L. 2014. Effect of cooking on nutritive and antioxidant characteristics of leafy vegetables consumed in Western Côte d’Ivoire. Scholars Research Library: Archives of Applied Science Research, 6(4): 114–123."
tu22AnFooD,"Longe, O.G. 1980. Effect of processing on the chemical composition and energy value of cassava. Nutrition Reports International, 21(6): 819–828."
tu3AnFood,"Ferguson, E.L., Gibson, R.S. & Thompson, L.U. 1989. The mineral content of commonly consumed Malawian and Papua New Guinean Foods. Journal of Food Composition and Analysis, 2(3): 260–272."
tu4Anfood,"Ferguson, E.L., Gibson, R.S. & Thompson, L.U. 1988. Phytate, zinc, and calcium contents of 30 East African foods and their calculated phytate:Zn, Ca:phytate, and [Ca][phytate]/[Zn] molar ratios. Journal of Food Composition and Analysis, 1(4): 316–325."
tu6BIO,"Eleazu, C.O., Amajor, J.U., Ikpeama, A.I. & Awa, E. 2011. Studies on the nutrient composition, antioxidant activities, functional properties and microbial load of the flours of 10 elite cassava (Manihot esculenta) varieties. Asian Journal of Clinical Nutrition, 3(1): 33–39."
tu8BIO,"Thakkar, S.K., Huo, T., Maziya-Dixon, B. & Failla, M.L. 2009. Impact of style of processing on retention and bioaccessibility of beta-carotene in cassava (Manihot esculanta, Crantz). Journal of Agricultural and Food Chemistry, 57(4): 1344–1348."
UF1,FAO. 2016. FAO/INFOODS Global Food Composition Database for Fish and Shellfish. Version 1.0 – uFiSh1.0. Rome. (also available at http://www.fao.org/infoods/infoods/tables-and-databases/faoinfoods-databases/en/).
UK6,"Food Standards Agency. 2002. McCance and Widdowson’s The Composition of Foods Sixth Summary Edition and updated Composition of Foods Integrated Dataset (CoFID). Cambridge, UK, Royal Society of Chemistry."
UK7,"Food Standards Agency. 2015. McCance and Widdowson’s The Composition of Foods Integrated Dataset (CoFID) 2015. London, Institute of Food Research, Public Health England. (also available at https://www.gov.uk/government/publications/composition-of-foods-integrated-dataset-cofid)."
UP1,FAO. 2017. FAO/INFOODS Global Food Composition Database for Pulses. Version 1.0 – uPulses 1.0. Rome. (also available at http://www.fao.org/infoods/infoods/tables-and-databases/faoinfoods-databases/en/).
US23,"United States Department of Agriculture (USDA). 2011. USDA National Nutrient Database for Standard Reference, Release 23. In: USDA Agricultural Research Service [online]. Washington. [Cited April 2011]. https://www.ars.usda.gov/northeast-area/beltsville-md-bhnrc/beltsville-human-nutrition-research-center/nutrient-data-laboratory/docs/sr23-home-page/ "
US28,"United States Department of Agriculture (USDA). 2015. USDA National Nutrient Database for Standard Reference, Release 28. In: USDA Agricultural Research Service [online]. Washington. [Cited April 2018]. http://ndb.nal.usda.gov/"
ve27BIO,"Mepba, D,H., Eboh, L. & Banigo, B.E.D. 2007. Effects of processing treatments on the nutritive composition and consumer acceptance of some Nigerian edible leafy vegetables. African Journal of Food, Agriculture, Nutrition and Development, 7(1): 1–18."
ve32BIO,"Onyeike, E.N., Ihugba, C.A. & George, C. 2003. Influence of heat processing on the nutrient composition of vegetables consumed in Nigeria. Plant Food for Human Nutrition, 58(3): 1–11."
ve53BIO,"Ajayi, O.S., Oderinde, F.S. & Osibanio, O. 1980. Vitamin C losses in cooked fresh leafy vegetables. Food Chemistry, 5(3): 243–247."
ve56BIO,"Oteng-Gyang, K. & Mbachu, I.J. 1986. Changes in the ascorbic acid content of some tropical leafy vegetables during traditional cooking and local processing. Food Chemistry, 23(1): 9–17."
ve60BIO,"Getachew Addis, G., Asfaw, Z., Singh, V., Woldu, Z., Baidu-Forson, J.J. & Bhattacharya, S. 2013. Dietary values of wild and semi-wild edible plants in Southern Ethiopia. African Journal of Food, Agriculture, Nutrition and Development, 13(2): 7485–7503."
ve7BIO,"Sreeramulu, G., Ndossi, D,G. & Mtotomwema, K. 1983. Effect of cooking on the nutritive value of common food plants of Tanzania: Part 1: Vitamin C in some of the wild green leafy vegetables. Food Chemistry, 10(3): 205–210."
ve8BIO,"Oboh, G. 2005. Effect of blanching on the antioxidant properties of some tropical green leafy vegetables. Swiss Society of Food Science and Technology, 38(5): 513–517."
W2010,"Macaire, W.H., Bernard, T., Noel, T., Michel, L., Félicité, T.M., Cesar, K. & Jacques, F. 2010. Extraction of palm kernel oil in Cameroon: Effects of Kernels Drying on the oil quality. Journal of Food Technology, 8(1): 1–7."
Yi2015,"Yiagnigni, A.R. 2015. Fibres alimentaires, vitamine E et facteurs antinutritionnels des graines de Cucurbitacees du Cameroon. Thesis in Biochemistry: Food Science and Nutrition. Faculté des Sciences, University of Yaoundé I. (MSc dissertation)"
